generator_force_scale,generator_rated_force_n,generator_spring_decouple,air_spring_reference_bar,air_spring_max_cc,air_spring_min_cc,air_spring_expansion_gain,air_spring_compression_gain,generator_adaptive_profile,exhaust_open_ms,load_fraction,frequency_hz,combustion_pressure_gain,burn_duration_ms,damping_n_s_m,ignition_ms,compression_ratio,score,net_efficiency,capture_fraction,max_bdc_mm,elec_per_spring,expansion_work_j,elec_energy_j,peak_pressure_bar,rgf,scavenge_efficiency,stable,energy_balance_valid,spring_recovery,ke_power_fraction,unharvested_fraction
1.465462,3695.139965,0.213535,17.409161,35.095619,16.754629,0.869786,1.160168,0.073889,8.615496,0.682334,67.948437,1.341472,1.639645,23.700246,4.600000,13.500000,0.326132,0.240178,0.274369,17.334,0.592302,321.69,150.77,275.9,0.010336,0.989664,1,1,0.950000,0.164785,0.037197
1.240109,4478.159163,0.427640,13.507739,45.969768,30.297218,0.687821,1.426962,0.523335,8.687878,0.777545,56.210480,1.341472,1.845673,21.268848,4.600000,13.500000,0.191353,0.153400,0.224308,17.334,0.869511,366.57,109.73,236.9,0.011742,0.988258,1,1,0.950000,0.421543,0.049401
2.259838,1253.561518,0.095487,15.779041,39.468801,14.703063,0.722251,1.147278,0.493910,8.522760,0.874564,50.775809,1.563749,1.516347,26.456665,4.600000,13.500000,0.178758,0.149854,0.140429,17.334,0.310490,412.31,120.57,353.2,0.009609,0.990391,1,1,0.950000,0.346303,0.056477
1.336785,1924.671911,0.114783,21.740540,51.755207,21.129094,0.636591,1.205852,0.406072,8.181838,0.777936,72.902259,1.341472,2.128656,13.252520,4.600000,13.500000,0.123869,0.101332,0.115885,17.334,0.228526,427.89,72.52,262.3,0.008387,0.991613,1,1,0.950000,0.361560,0.039623
2.493781,4098.188406,0.227394,10.087513,31.941196,24.810594,0.716490,1.061557,0.862125,7.764141,0.713867,88.366347,1.345571,1.734301,24.801511,4.600000,13.500000,0.368982,0.228196,0.602168,17.334,1.343684,335.88,149.87,163.7,0.014841,0.985159,1,1,0.950000,0.105497,0.000000
1.637177,4084.668588,0.235336,16.742830,30.169057,30.238597,0.631478,1.116463,0.978353,7.420379,0.814068,83.622471,1.553485,2.128656,29.918579,4.600000,13.500000,0.219986,0.175766,0.240580,17.334,0.979864,383.79,131.64,256.7,0.013881,0.986119,1,1,0.950000,0.431860,0.026172
0.193564,2995.840338,0.113198,21.740540,41.125526,30.640563,0.707581,1.179941,0.268641,8.603864,0.706191,78.139073,1.672987,2.128656,12.347165,4.600000,13.500000,0.076000,0.000000,0.000000,15.599,0.000000,332.93,0.00,220.8,0.012223,0.987777,1,1,0.950000,0.000000,0.000000
1.248819,2660.114595,0.415466,16.981412,32.726588,17.358876,0.733384,1.259585,0.991519,7.759690,0.645400,66.002598,1.450374,2.128656,11.955417,4.600000,13.500000,0.134217,0.110053,0.131608,17.334,0.286959,354.99,65.35,202.1,0.008219,0.991781,1,1,0.950000,0.394375,0.035700
1.469649,918.999652,0.235807,17.710895,49.726429,20.888719,0.809789,1.030342,0.087721,7.482983,0.760858,77.240444,1.341472,2.008223,10.882799,4.600000,13.500000,0.067834,0.054550,0.063690,17.334,0.146754,358.71,38.18,307.5,0.010597,0.989403,1,1,0.950000,0.417740,0.038307
1.140455,2940.096263,0.422124,10.693104,31.837606,13.098612,0.652741,1.227429,0.797530,8.320235,0.707010,56.684399,1.341472,2.128656,14.856765,4.600000,13.500000,0.129115,0.101786,0.158751,17.334,0.518335,333.32,66.21,285.8,0.009921,0.990079,1,1,0.950000,0.451994,0.037398
2.493781,971.064560,0.314850,15.870841,37.497033,10.853286,0.649572,1.200674,0.118978,7.914235,0.767542,67.348013,1.583301,1.862693,14.683321,4.600000,13.500000,0.122154,0.100383,0.119067,17.334,0.276955,422.17,70.88,238.6,0.008254,0.991746,1,1,0.950000,0.416743,0.049605
2.493781,3069.606943,0.266541,16.902905,38.405858,19.995477,0.857695,1.169255,0.660180,8.497221,0.838509,88.161897,1.404252,2.047975,13.689146,4.600000,13.500000,0.226291,0.213937,0.234903,17.334,0.857921,329.43,165.04,305.1,0.013869,0.986131,1,1,0.535691,0.360651,0.036934
0.611698,3067.303528,0.181992,21.740540,37.660670,10.521532,0.841454,1.377337,0.159312,8.624716,0.677673,85.639107,1.341472,2.128656,21.793780,4.600000,13.500000,0.154982,0.084197,0.089979,17.334,0.135747,191.75,52.49,274.0,0.010512,0.989488,1,1,0.950000,0.097789,0.012272
